mode,date,traffic_input,pickup_input,dropoff_input,traffic_output,pickup_output,dropoff_output,traffic_error,pickup_error,dropoff_error,canceled_rides,pickup_scaled_error,dropoff_scaled_error,geh_traffic,geh_pickup,geh_dropoff
social_groups_2,21111008_21111020,655717.0,109363.0,109427.0,654032.0,100399.0,100417.0,0.26,8.2,8.23,8896.0,0.06,0.1,0.6,0.06,0.1
social_groups_2,21111020_21111021,37051.0,12084.0,12094.0,37056.0,9531.0,9531.0,0.01,21.13,21.19,2553.0,0.0,0.08,0.03,0.0,0.09
social_groups_2,21111020_21111023,109338.0,33562.0,33594.0,109313.0,29590.0,29593.0,0.02,11.83,11.91,3967.0,0.01,0.1,0.04,0.02,0.11
social_groups_2,21111020_21111102,166038.0,49972.0,50046.0,160977.0,44317.0,44327.0,3.05,11.32,11.43,5645.0,0.02,0.15,5.11,0.02,0.14
social_groups_2,21111020_21111108,166038.0,67114.0,67218.0,165363.0,58152.0,58167.0,0.41,13.35,13.47,8945.0,0.03,0.16,0.48,0.02,0.12
social_groups_2,21111208_21111209,52055.0,9714.0,9695.0,51844.0,6863.0,6867.0,0.41,29.35,29.17,2844.0,0.07,0.17,0.93,0.07,0.16
social_groups_2,21111208_21111211,160492.0,27096.0,27078.0,159871.0,22948.0,22960.0,0.39,15.31,15.21,4076.0,0.27,0.16,0.9,0.25,0.15
social_groups_2,21111208_21111214,319101.0,48296.0,48277.0,319284.0,42997.0,43003.0,0.06,10.97,10.92,5245.0,0.11,0.06,0.13,0.1,0.05
social_groups_2,21111208_21111220,650083.0,119378.0,119359.0,646649.0,108128.0,108160.0,0.53,9.42,9.38,11068.0,0.15,0.11,1.23,0.15,0.11
social_groups_2,21111220_21111221,35729.0,15829.0,15835.0,35620.0,12226.0,12229.0,0.31,22.76,22.77,3598.0,0.03,0.05,0.58,0.04,0.06
social_groups_2,21111220_21111223,106719.0,45341.0,45322.0,106070.0,40169.0,40176.0,0.61,11.41,11.35,5145.0,0.06,0.0,1.15,0.07,0.0
social_groups_2,21111220_21111302,160255.0,84455.0,84454.0,153266.0,76735.0,76753.0,4.36,9.14,9.12,7680.0,0.05,0.02,7.21,0.06,0.03
social_groups_2,21111220_21111308,296481.0,99868.0,99848.0,260538.0,88943.0,88972.0,12.12,10.94,10.89,10867.0,0.06,0.01,19.66,0.05,0.01
social_groups_2,21111408_21111409,33793.0,3423.0,3429.0,33671.0,2426.0,2426.0,0.36,29.13,29.25,997.0,0.0,0.17,0.66,0.0,0.1
social_groups_2,21111408_21111411,118019.0,14758.0,14786.0,117919.0,12461.0,12462.0,0.08,15.56,15.72,2295.0,0.01,0.2,0.17,0.01,0.14
social_groups_2,21111408_21111414,243792.0,37323.0,37366.0,243488.0,33994.0,34001.0,0.12,8.92,9.01,3311.0,0.05,0.14,0.25,0.04,0.11
social_groups_2,21111408_21111420,494177.0,90065.0,90123.0,493519.0,84624.0,84646.0,0.13,6.04,6.08,5391.0,0.06,0.1,0.27,0.05,0.08
social_groups_2,21111420_21111421,31007.0,7631.0,7624.0,31062.0,6176.0,6177.0,0.18,19.07,18.98,1454.0,0.01,0.09,0.31,0.01,0.08
social_groups_2,21111420_21111423,82835.0,20676.0,20671.0,82759.0,18438.0,18446.0,0.09,10.82,10.76,2229.0,0.04,0.02,0.15,0.04,0.02
social_groups_2,21111420_21111502,120171.0,27909.0,27912.0,117829.0,24806.0,24809.0,1.95,11.12,11.12,3099.0,0.01,0.01,2.77,0.01,0.01
social_groups_2,21111420_21111508,284585.0,41386.0,41344.0,262976.0,35755.0,35759.0,7.59,13.61,13.51,5620.0,0.03,0.08,11.92,0.02,0.05
social_groups_3,21062308_21062309,10551.0,9660.0,9662.0,10525.0,7194.0,7195.0,0.25,25.53,25.53,2464.0,0.02,0.03,0.25,0.02,0.03
social_groups_3,21062308_21062311,37630.0,25666.0,25701.0,37594.0,21867.0,21876.0,0.1,14.8,14.88,3788.0,0.04,0.14,0.11,0.04,0.13
social_groups_3,21062308_21062314,75632.0,45475.0,45522.0,75456.0,40731.0,40740.0,0.23,10.43,10.5,4734.0,0.02,0.11,0.26,0.02,0.09
social_groups_3,21062320_21062321,15804.0,12084.0,12094.0,15714.0,9708.0,9710.0,0.57,19.66,19.71,2374.0,0.02,0.08,0.72,0.02,0.09
social_groups_3,21062320_21062323,36258.0,33562.0,33594.0,35998.0,30113.0,30121.0,0.72,10.28,10.34,3441.0,0.02,0.1,0.79,0.03,0.1
social_groups_3,21062320_21062402,53092.0,49972.0,50046.0,52948.0,44411.0,44416.0,0.27,11.13,11.25,5555.0,0.01,0.15,0.26,0.01,0.14
social_groups_3,21062320_21062408,151083.0,67114.0,67218.0,130576.0,58305.0,58314.0,13.57,13.13,13.25,8796.0,0.02,0.16,15.77,0.01,0.12
social_groups_3,21062508_21062509,10953.0,9714.0,9695.0,11005.0,7247.0,7248.0,0.47,25.4,25.24,2466.0,0.01,0.2,0.5,0.01,0.19
social_groups_3,21062508_21062511,41406.0,27096.0,27078.0,41309.0,23325.0,23332.0,0.23,13.92,13.83,3761.0,0.04,0.06,0.28,0.04,0.05
social_groups_3,21062508_21062514,86371.0,48296.0,48277.0,86377.0,43700.0,43705.0,0.01,9.52,9.47,4589.0,0.01,0.04,0.01,0.01,0.03
social_groups_3,21062508_21062520,181921.0,119378.0,119359.0,181853.0,110354.0,110385.0,0.04,7.56,7.52,8984.0,0.03,0.01,0.05,0.03,0.01
social_groups_3,21062520_21062521,12622.0,15829.0,15835.0,12523.0,12355.0,12355.0,0.78,21.95,21.98,3474.0,0.0,0.04,0.88,0.0,0.05
social_groups_3,21062520_21062602,45968.0,84455.0,84454.0,45611.0,76877.0,76897.0,0.78,8.97,8.95,7558.0,0.02,0.0,0.68,0.03,0.0
social_groups_3,21062520_21062608,134741.0,99868.0,99848.0,130105.0,89537.0,89551.0,3.44,10.34,10.31,10313.0,0.02,0.02,3.68,0.02,0.01
social_groups_3,21062708_21062709,33057.0,3423.0,3429.0,33162.0,2403.0,2403.0,0.32,29.8,29.92,1019.0,0.03,0.2,0.58,0.02,0.12
social_groups_3,21062708_21062711,108240.0,14758.0,14786.0,108114.0,12145.0,12147.0,0.12,17.71,17.85,2607.0,0.04,0.22,0.22,0.03,0.15
social_groups_3,21062708_21062714,229888.0,37323.0,37366.0,229844.0,33933.0,33935.0,0.02,9.08,9.18,3371.0,0.05,0.16,0.04,0.04,0.13
social_groups_3,21062708_21062720,438151.0,90065.0,90123.0,437425.0,84770.0,84789.0,0.17,5.88,5.92,5259.0,0.04,0.08,0.32,0.03,0.07
social_groups_3,21062720_21062721,24371.0,7631.0,7624.0,24366.0,6083.0,6085.0,0.02,20.29,20.19,1546.0,0.03,0.09,0.03,0.02,0.08
social_groups_3,21062720_21062723,62088.0,20676.0,20671.0,62197.0,18529.0,18531.0,0.18,10.38,10.35,2145.0,0.01,0.02,0.25,0.01,0.02
social_groups_3,21062720_21062802,82424.0,27909.0,27912.0,80791.0,24806.0,24813.0,1.98,11.12,11.1,3087.0,0.06,0.04,2.33,0.04,0.03
social_groups_3,21062720_21062808,230410.0,41386.0,41344.0,211787.0,35446.0,35452.0,8.08,14.35,14.25,5934.0,0.01,0.1,11.43,0.01,0.06
social_groups_3,21100608_21100609,53856.0,9660.0,9662.0,53840.0,6818.0,6819.0,0.03,29.42,29.42,2841.0,0.01,0.02,0.07,0.01,0.02
social_groups_3,21100608_21100611,169759.0,25666.0,25701.0,169555.0,21537.0,21544.0,0.12,16.09,16.17,4106.0,0.09,0.2,0.29,0.08,0.18
social_groups_3,21100608_21100614,342625.0,45475.0,45522.0,341844.0,40414.0,40422.0,0.23,11.13,11.2,5042.0,0.04,0.13,0.55,0.04,0.11
social_groups_3,21100608_21100620,671556.0,109363.0,109427.0,665967.0,100436.0,100456.0,0.83,8.16,8.2,8815.0,0.1,0.14,1.97,0.1,0.14
social_groups_3,21100620_21100621,37011.0,12084.0,12094.0,37081.0,9624.0,9626.0,0.19,20.36,20.41,2457.0,0.02,0.09,0.36,0.03,0.1
social_groups_3,21100620_21100623,97628.0,33562.0,33594.0,97541.0,29463.0,29468.0,0.09,12.21,12.28,4094.0,0.01,0.1,0.16,0.02,0.1
social_groups_3,21100620_21100702,150054.0,49972.0,50046.0,144479.0,44214.0,44221.0,3.72,11.52,11.64,5750.0,0.02,0.15,5.93,0.01,0.14
social_groups_3,21100620_21100708,322938.0,67114.0,67218.0,298665.0,57977.0,57991.0,7.52,13.61,13.73,9108.0,0.04,0.18,12.57,0.03,0.13
social_groups_3,21100808_21100809,52266.0,9714.0,9695.0,51951.0,7000.0,7002.0,0.6,27.94,27.78,2696.0,0.19,0.03,1.38,0.18,0.03
social_groups_3,21100808_21100811,169061.0,27096.0,27078.0,168369.0,22665.0,22669.0,0.41,16.35,16.28,4392.0,0.14,0.06,0.97,0.14,0.06
social_groups_3,21100808_21100814,340681.0,48296.0,48277.0,333661.0,42719.0,42739.0,2.06,11.55,11.47,5482.0,0.2,0.12,4.94,0.18,0.1
social_groups_3,21100808_21100820,691480.0,119378.0,119359.0,675622.0,106964.0,106996.0,2.29,10.4,10.36,11457.0,0.8,0.76,5.54,0.8,0.76
social_groups_3,21100820_21100821,39252.0,15829.0,15835.0,39261.0,12064.0,12065.0,0.02,23.79,23.81,3760.0,0.03,0.06,0.05,0.04,0.08
social_groups_3,21100820_21100823,113608.0,45341.0,45322.0,112019.0,39984.0,39991.0,1.4,11.81,11.76,5283.0,0.16,0.11,2.73,0.2,0.13
social_groups_3,21100820_21100902,164152.0,84455.0,84454.0,159145.0,76799.0,76808.0,3.05,9.07,9.05,7642.0,0.02,0.0,5.08,0.02,0.01
social_groups_3,21100820_21100908,283901.0,99868.0,99848.0,263427.0,89466.0,89485.0,7.21,10.42,10.38,10347.0,0.06,0.02,11.3,0.05,0.01
social_groups_3,21101008_21101009,34306.0,3423.0,3429.0,34240.0,2278.0,2278.0,0.19,33.45,33.57,1145.0,0.0,0.17,0.36,0.0,0.1
social_groups_3,21101008_21101011,114843.0,14758.0,14786.0,114594.0,12210.0,12212.0,0.22,17.27,17.41,2543.0,0.03,0.21,0.42,0.02,0.15
social_groups_3,21101008_21101014,238728.0,37323.0,37366.0,239098.0,33942.0,33945.0,0.15,9.06,9.16,3373.0,0.02,0.13,0.31,0.02,0.1
social_groups_3,21101008_21101020,487096.0,90065.0,90123.0,486755.0,84595.0,84610.0,0.07,6.07,6.12,5407.0,0.07,0.12,0.14,0.06,0.1
social_groups_3,21101020_21101021,30505.0,7631.0,7624.0,30380.0,6021.0,6022.0,0.41,21.1,21.01,1602.0,0.1,0.0,0.72,0.09,0.0
social_groups_3,21101020_21101023,81372.0,20676.0,20671.0,81481.0,18434.0,18438.0,0.13,10.84,10.8,2236.0,0.03,0.01,0.22,0.02,0.01
social_groups_3,21101020_21101102,114096.0,27909.0,27912.0,112848.0,24918.0,24922.0,1.09,10.72,10.71,2983.0,0.03,0.03,1.51,0.02,0.02
social_groups_3,21101020_21101108,282048.0,41386.0,41344.0,260525.0,35156.0,35160.0,7.63,15.05,14.96,6223.0,0.02,0.09,11.93,0.01,0.06
social_groups_3,21111008_21111009,48821.0,9660.0,9662.0,48764.0,6842.0,6843.0,0.12,29.17,29.18,2817.0,0.01,0.02,0.26,0.01,0.02
social_groups_3,21111008_21111011,157293.0,25666.0,25701.0,157101.0,21449.0,21456.0,0.12,16.43,16.52,4207.0,0.04,0.15,0.28,0.04,0.14
social_groups_3,21111008_21111014,322240.0,45475.0,45522.0,322145.0,40525.0,40538.0,0.03,10.89,10.95,4916.0,0.07,0.15,0.07,0.07,0.13
social_groups_3,21111008_21111020,655717.0,109363.0,109427.0,654283.0,100121.0,100135.0,0.22,8.45,8.49,8765.0,0.44,0.48,0.51,0.42,0.46
social_groups_3,21111020_21111021,37051.0,12084.0,12094.0,37031.0,9511.0,9512.0,0.05,21.29,21.35,2572.0,0.01,0.08,0.1,0.01,0.09
social_groups_3,21111020_21111023,109338.0,33562.0,33594.0,109356.0,29937.0,29944.0,0.02,10.8,10.87,3616.0,0.03,0.1,0.03,0.03,0.11
social_groups_3,21111020_21111102,166038.0,49972.0,50046.0,161351.0,44086.0,44097.0,2.82,11.78,11.89,5842.0,0.09,0.21,4.73,0.08,0.2
social_groups_3,21111020_21111108,166038.0,67114.0,67218.0,165430.0,57768.0,57777.0,0.37,13.93,14.05,9334.0,0.02,0.16,0.43,0.01,0.12
social_groups_3,21111208_21111209,52055.0,9714.0,9695.0,51945.0,6907.0,6907.0,0.21,28.9,28.76,2805.0,0.02,0.18,0.48,0.02,0.17
social_groups_3,21111208_21111211,160492.0,27096.0,27078.0,160662.0,22809.0,22817.0,0.11,15.82,15.74,4179.0,0.4,0.3,0.24,0.38,0.29
social_groups_3,21111208_21111214,319101.0,48296.0,48277.0,318767.0,43272.0,43278.0,0.1,10.4,10.35,5007.0,0.04,0.02,0.24,0.03,0.01
social_groups_3,21111208_21111220,650083.0,119378.0,119359.0,647286.0,108121.0,108133.0,0.43,9.43,9.41,10962.0,0.25,0.22,1.0,0.25,0.22
social_groups_3,21111220_21111221,35729.0,15829.0,15835.0,35858.0,12001.0,12004.0,0.36,24.18,24.19,3824.0,0.03,0.04,0.68,0.03,0.06
social_groups_3,21111220_21111223,106719.0,45341.0,45322.0,106592.0,40389.0,40396.0,0.12,10.92,10.87,4730.0,0.49,0.43,0.22,0.6,0.53
social_groups_3,21111220_21111302,160255.0,84455.0,84454.0,153211.0,75544.0,75556.0,4.4,10.55,10.54,8884.0,0.03,0.02,7.26,0.04,0.02
social_groups_3,21111220_21111308,296481.0,99868.0,99848.0,260769.0,89304.0,89319.0,12.05,10.58,10.55,10500.0,0.06,0.03,19.53,0.06,0.03
social_groups_3,21111408_21111409,33793.0,3423.0,3429.0,33992.0,2387.0,2387.0,0.59,30.27,30.39,1036.0,0.0,0.17,1.08,0.0,0.1
social_groups_3,21111408_21111411,118019.0,14758.0,14786.0,117868.0,12259.0,12262.0,0.13,16.93,17.07,2492.0,0.05,0.22,0.25,0.03,0.15
social_groups_3,21111408_21111414,243792.0,37323.0,37366.0,243532.0,34260.0,34270.0,0.11,8.21,8.29,3036.0,0.07,0.16,0.22,0.06,0.13
social_groups_3,21111408_21111420,494177.0,90065.0,90123.0,494374.0,84724.0,84740.0,0.04,5.93,5.97,5308.0,0.04,0.08,0.08,0.03,0.07
social_groups_3,21111420_21111421,31007.0,7631.0,7624.0,31080.0,6165.0,6166.0,0.24,19.21,19.12,1465.0,0.01,0.09,0.41,0.01,0.08
social_groups_3,21111420_21111423,82835.0,20676.0,20671.0,82737.0,18461.0,18463.0,0.12,10.71,10.68,2212.0,0.01,0.02,0.2,0.01,0.02
social_groups_3,21111420_21111502,120171.0,27909.0,27912.0,117993.0,24777.0,24779.0,1.81,11.22,11.22,3126.0,0.02,0.03,2.58,0.01,0.02
social_groups_3,21111420_21111508,284585.0,41386.0,41344.0,262673.0,35429.0,35437.0,7.7,14.39,14.29,5947.0,0.02,0.1,12.09,0.01,0.06
sumo,21062308_21062309,10551.0,9660.0,9662.0,10575.0,9653.0,9657.0,0.23,0.07,0.05,0.0,0.07,0.05,0.23,0.07,0.05
sumo,21062308_21062311,37630.0,25666.0,25701.0,37488.0,25630.0,25637.0,0.38,0.14,0.25,0.0,0.14,0.25,0.42,0.13,0.23
sumo,21062320_21062321,15804.0,12084.0,12094.0,15965.0,12079.0,12084.0,1.02,0.04,0.08,0.0,0.04,0.08,1.28,0.05,0.09
sumo,21062508_21062509,10953.0,9714.0,9695.0,10962.0,9712.0,9714.0,0.08,0.02,0.2,0.0,0.02,0.2,0.09,0.02,0.19
sumo,21062508_21062511,41406.0,27096.0,27078.0,41589.0,27076.0,27086.0,0.44,0.07,0.03,0.0,0.07,0.03,0.52,0.07,0.03
sumo,21062520_21062521,12622.0,15829.0,15835.0,12533.0,15822.0,15829.0,0.71,0.04,0.04,0.0,0.04,0.04,0.79,0.06,0.05
sumo,21062708_21062709,33057.0,3423.0,3429.0,33132.0,3423.0,3423.0,0.23,0.0,0.17,0.0,0.0,0.17,0.41,0.0,0.1
sumo,21062708_21062711,108240.0,14758.0,14786.0,108153.0,14751.0,14753.0,0.08,0.05,0.22,0.0,0.05,0.22,0.15,0.03,0.16
sumo,21062708_21062714,229888.0,37323.0,37366.0,229576.0,37300.0,37308.0,0.14,0.06,0.16,0.0,0.06,0.16,0.27,0.05,0.12
sumo,21062720_21062721,24371.0,7631.0,7624.0,24396.0,7628.0,7629.0,0.1,0.04,0.07,0.0,0.04,0.07,0.16,0.03,0.06
sumo,21062720_21062723,62088.0,20676.0,20671.0,61738.0,20670.0,20676.0,0.56,0.03,0.02,0.0,0.03,0.02,0.81,0.02,0.02
sumo,21100608_21100609,53856.0,9660.0,9662.0,53784.0,9655.0,9656.0,0.13,0.05,0.06,0.0,0.05,0.06,0.31,0.05,0.06
sumo,21100608_21100611,169759.0,25666.0,25701.0,169161.0,25616.0,25624.0,0.35,0.19,0.3,0.0,0.19,0.3,0.84,0.18,0.28
sumo,21100620_21100621,37011.0,12084.0,12094.0,36908.0,12082.0,12084.0,0.28,0.02,0.08,0.0,0.02,0.08,0.54,0.02,0.09
sumo,21100808_21100809,52266.0,9714.0,9695.0,51914.0,9709.0,9712.0,0.67,0.05,0.18,0.0,0.05,0.18,1.54,0.05,0.17
sumo,21100808_21100811,169061.0,27096.0,27078.0,167843.0,26880.0,26884.0,0.72,0.8,0.72,0.0,0.8,0.72,1.71,0.76,0.68
sumo,21100820_21100821,39252.0,15829.0,15835.0,39271.0,15827.0,15827.0,0.05,0.01,0.05,0.0,0.01,0.05,0.1,0.02,0.06
sumo,21101008_21101009,34306.0,3423.0,3429.0,34480.0,3422.0,3422.0,0.51,0.03,0.2,0.0,0.03,0.2,0.94,0.02,0.12
sumo,21101008_21101011,114843.0,14758.0,14786.0,114846.0,14749.0,14755.0,0.0,0.06,0.21,0.0,0.06,0.21,0.01,0.04,0.15
sumo,21101008_21101014,238728.0,37323.0,37366.0,237996.0,37313.0,37320.0,0.31,0.03,0.12,0.0,0.03,0.12,0.61,0.02,0.1
sumo,21101020_21101021,30505.0,7631.0,7624.0,30431.0,7629.0,7629.0,0.24,0.03,0.07,0.0,0.03,0.07,0.42,0.02,0.06
sumo,21101020_21101023,81372.0,20676.0,20671.0,81252.0,20671.0,20675.0,0.15,0.02,0.02,0.0,0.02,0.02,0.24,0.02,0.02
sumo,21111008_21111009,48821.0,9660.0,9662.0,48117.0,9626.0,9629.0,1.44,0.35,0.34,0.0,0.35,0.34,3.2,0.35,0.34
sumo,21111008_21111011,157293.0,25666.0,25701.0,155074.0,25629.0,25637.0,1.41,0.14,0.25,0.0,0.14,0.25,3.24,0.13,0.23
sumo,21111020_21111021,37051.0,12084.0,12094.0,37006.0,12083.0,12084.0,0.12,0.01,0.08,0.0,0.01,0.08,0.23,0.01,0.09
sumo,21111208_21111209,52055.0,9714.0,9695.0,52023.0,9703.0,9709.0,0.06,0.11,0.14,0.0,0.11,0.14,0.14,0.11,0.14
sumo,21111208_21111211,160492.0,27096.0,27078.0,159798.0,27003.0,27012.0,0.43,0.34,0.24,0.0,0.34,0.24,1.0,0.33,0.23
sumo,21111220_21111221,35729.0,15829.0,15835.0,35517.0,15819.0,15825.0,0.59,0.06,0.06,0.0,0.06,0.06,1.12,0.08,0.08
sumo,21111408_21111409,33793.0,3423.0,3429.0,33617.0,3423.0,3423.0,0.52,0.0,0.17,0.0,0.0,0.17,0.96,0.0,0.1
sumo,21111408_21111411,118019.0,14758.0,14786.0,117811.0,14754.0,14756.0,0.18,0.03,0.2,0.0,0.03,0.2,0.35,0.02,0.14
sumo,21111408_21111414,243792.0,37323.0,37366.0,243553.0,37299.0,37306.0,0.1,0.06,0.16,0.0,0.06,0.16,0.2,0.05,0.13
sumo,21111420_21111421,31007.0,7631.0,7624.0,30878.0,7629.0,7631.0,0.42,0.03,0.09,0.0,0.03,0.09,0.73,0.02,0.08
sumo,21111420_21111423,82835.0,20676.0,20671.0,82318.0,20668.0,20675.0,0.62,0.04,0.02,0.0,0.04,0.02,1.04,0.03,0.02
multi_agent_avg,21062308_21062309,10551.0,9660.0,9662.0,10404.0,9645.5,9648.0,1.4,0.15,0.15,0.0,0.15,0.15,1.44,0.14,0.14
multi_agent_avg,21062308_21062311,37630.0,25666.0,25701.0,37428.5,25607.0,25613.0,0.72,0.23,0.34,0.0,0.23,0.34,0.8,0.21,0.32
multi_agent_avg,21062308_21062314,75632.0,45475.0,45522.0,74971.0,45378.5,45393.0,0.92,0.22,0.28,0.0,0.22,0.28,1.03,0.18,0.25
multi_agent_avg,21062308_21062320,159733.0,109363.0,109427.0,154589.0,109198.5,109224.5,3.22,0.15,0.18,0.0,0.15,0.18,3.77,0.15,0.18
multi_agent_avg,21062320_21062321,15804.0,12084.0,12094.0,15598.5,12077.0,12079.0,1.3,0.06,0.12,0.0,0.06,0.12,1.64,0.06,0.14
multi_agent_avg,21062320_21062323,36258.0,33562.0,33594.0,35756.0,33523.5,33531.0,1.4,0.12,0.19,0.0,0.12,0.19,1.56,0.12,0.2
multi_agent_avg,21062320_21062402,53092.0,49972.0,50046.0,51909.0,49957.5,49970.0,2.26,0.03,0.16,0.0,0.03,0.16,2.16,0.02,0.14
multi_agent_avg,21062320_21062408,151083.0,67114.0,67218.0,125862.5,67074.0,67083.0,16.7,0.06,0.2,0.0,0.06,0.2,19.58,0.04,0.15
multi_agent_avg,21062508_21062509,10953.0,9714.0,9695.0,10837.0,9689.0,9690.5,1.06,0.26,0.24,0.0,0.26,0.24,1.12,0.26,0.24
multi_agent_avg,21062508_21062511,41406.0,27096.0,27078.0,41086.0,27007.0,27017.5,0.87,0.33,0.22,0.0,0.33,0.22,1.02,0.31,0.22
multi_agent_avg,21062508_21062514,86371.0,48296.0,48277.0,85457.0,48164.5,48179.5,1.06,0.27,0.2,0.0,0.27,0.2,1.28,0.24,0.18
multi_agent_avg,21062508_21062520,181921.0,119378.0,119359.0,179770.5,118971.5,118993.5,1.18,0.34,0.3,0.0,0.34,0.3,1.46,0.34,0.3
